lsa_0,lsa_1,rating,year,month,day_of_week,location_freq,title_len,body_len,word_count,cluster_kmeans,cluster_dbscan,cluster_hac,is_helpful
0.13062149663689804,-0.06593959268274549,5,2026,3,1,1190,45,699,65,4,-1,0,1
0.19354866087268038,-0.03603116809022639,5,2021,5,5,43,12,41,6,2,-1,0,0
0.138225399515269,-0.0757946357089973,5,2024,11,1,1190,25,1199,89,4,-1,0,1
0.18826270074028897,-0.05106122289366245,5,2026,4,4,1190,47,467,49,2,-1,0,0
0.3040806019647317,-0.07914749071903526,5,2026,3,2,1190,24,2153,168,2,-1,2,1
0.14059318013384967,-0.09578154572523738,5,2026,4,6,1190,29,443,44,4,-1,0,1
0.1490286301572048,-0.0836347013607009,5,2024,10,6,1190,54,1559,134,4,11,0,1
0.20608306268451027,0.055220507929995034,4,2026,4,0,1190,11,467,41,1,-1,4,1
0.21920328018823032,-0.10659738375248762,5,2026,3,2,1190,56,461,48,2,-1,2,1
0.1383000940086032,0.010802527866361787,5,2026,4,1,1190,14,103,16,4,-1,4,1
0.12154907807261549,-0.08086154120755899,5,2026,3,6,1190,36,655,60,4,-1,0,1
0.17037921065045505,-0.07872949102816718,5,2026,3,1,1190,43,547,58,2,-1,0,1
0.23790040075595276,-0.06166114548375036,5,2026,4,6,1190,21,326,36,2,-1,2,0
0.17707300966028308,-0.11919175103548679,5,2026,1,2,1190,90,1036,83,0,-1,0,1
0.2137173539797134,-0.10730569336114171,5,2026,1,0,1190,58,1035,105,2,-1,2,0
0.1091552880231917,-0.0944462228600992,4,2026,4,1,1190,42,308,30,4,-1,0,1
0.23579009783493618,-0.09589414913874557,5,2026,3,6,1190,54,615,61,2,-1,2,0
0.1803314308846052,-0.14888881015024277,5,2026,4,5,1190,57,709,75,0,-1,1,1
0.15742439541123768,-0.17914632015929818,5,2026,4,6,1190,20,690,69,0,-1,1,1
0.15471890275772193,-0.15723754661117761,5,2026,4,0,1190,16,452,43,0,-1,1,1
0.17797538987633849,-0.11843284250818639,1,2026,1,1,1190,65,1096,96,0,-1,0,1
0.17252573026644683,-0.18856526405798435,5,2026,3,5,1190,92,978,91,0,-1,1,1
0.1526787350157645,-0.2187840038449681,5,2026,3,5,1190,49,715,78,0,-1,1,1
0.15667653795081551,-0.144577144800864,4,2025,10,3,1190,62,1011,86,0,-1,1,1
0.17953942006426027,-0.16069009700782935,5,2026,4,3,1190,57,1138,94,0,-1,1,1
0.15651107663050215,-0.15658245124815148,5,2026,4,2,1190,61,722,70,0,-1,1,1
0.16026197935234796,-0.11684710791149053,5,2025,3,0,1190,64,1064,109,0,10,0,1
